name	type	primary	secondary	equipment	mechanics	level	force
Standing Long Jump 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Standing Low-Pulley Deltoid Raise A.K.A Cable Lateral Raise 	Strength	Shoulders	Forearms	Cable	Isolation	Beginner	Push
Standing Low-Pulley One-Arm Triceps Extension 	Strength	Triceps	"Chest,Shoulders"	Cable	Isolation	Intermediate	Push
"Standing Military Press A.K.A Standing Barbell Press, Standing Overhead Press "	Strength	Shoulders	Triceps	Barbell	Compound	Beginner	Push
Standing Olympic Plate Hand Squeeze 	Strength	Forearms	Biceps	Other	Isolation	Beginner	Static
Standing One-Arm Cable Curl 	Strength	Biceps	N/A	Cable	Isolation	Intermediate	Pull
Standing One-Arm Dumbbell Curl Over Incline Bench A.K.A Preacher Curl 	Strength	Biceps	N/A	Dumbbell	Isolation	Beginner	Pull
Standing One-Arm Dumbbell Triceps Extension 	Strength	Triceps	"Chest,Shoulders"	Dumbbell	Isolation	Beginner	Push
Standing Overhead Barbell Triceps Extension A.K.A French Press 	Strength	Triceps	Shoulders	Barbell	Isolation	Beginner	Push
Standing Palm-In One-Arm Dumbbell Press A.K.A Single Neutral-Grip Shoulder Press 	Strength	Shoulders	Triceps	Dumbbell	Compound	Beginner	Push
Standing Palms-In Dumbbell Press 	Strength	Shoulders	Triceps	Dumbbell	Compound	Intermediate	Push
Standing Palms-Up Barbell Behind The Back Wrist Curl 	Strength	Forearms	N/A	Barbell	Isolation	Beginner	Pull
Standing Pelvic Tilt 	Stretching	LowerBack	Glutes	None	Isolation	Beginner	Static
Standing Rope Crunch 	Strength	Abdominals	N/A	Cable	Isolation	Beginner	Pull
Standing Soleus And Achilles Stretch A.K.A Calf Stretch 	Stretching	Calves	N/A	None	Isolation	Beginner	Static
Standing Toe Touches A.K.A Standing Hamstring Stretch 	Stretching	Hamstrings	Calves	None	N/A	Beginner	Static
Standing Towel Triceps Extension 	Strength	Triceps	N/A	None	Isolation	Beginner	Push
Standing Two-Arm Overhead Throw 	Plyometrics	Shoulders	"Chest,Lats"	Medicine Ball	Compound	Beginner	Pull
Star Jump 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings,Shoulders"	None	Compound	Beginner	Push
Step A.K.A Stairmaster 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Intermediate	N/A
Step-up with Knee Raise 	Strength	Glutes	"Hamstrings,Quadriceps"	None	Compound	Beginner	Push
Stiff Leg Barbell Good Morning 	Strength	LowerBack	"Glutes,Hamstrings"	Barbell	Compound	Beginner	Push
Stiff-Legged Barbell Deadlift A.K.A Barbell Stiff-Legged Deadlifts 	Strength	Hamstrings	"Glutes,LowerBack"	Barbell	Compound	Intermediate	Pull
Stiff-Legged Deadlift 	Strength	Hamstrings	"Glutes,LowerBack"	Barbell	Compound	Intermediate	Pull
Stiff-Legged Dumbbell Deadlift A.K.A Dumbbell Stiff Legged Dead lifts 	Strength	Hamstrings	"Glutes,LowerBack"	Dumbbell	Compound	Beginner	Pull
Stomach Vacuum 	Stretching	Abdominals	N/A	None	Isolation	Beginner	Static
Straight Bar Bench Mid Rows 	Strength	MiddleBack	"Biceps,Lats"	Barbell	Compound	Beginner	Pull
Straight Raises on Incline Bench 	Strength	Shoulders	Traps	Barbell	Isolation	Beginner	Push
Straight-Arm Dumbbell Pullover 	Strength	Chest	"Lats,Shoulders,Triceps"	Dumbbell	Compound	Intermediate	Pull
Straight-Arm Pulldown A.K.A Cable Pullover 	Strength	Lats	N/A	Cable	Isolation	Beginner	Pull
Straight-Legged Hip Raise 	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Stride Jump Crossover 	Plyometrics	Quadriceps	"Abductors,Adductors,Calves,Hamstrings"	Other	Compound	Beginner	Push
Suitcase Crunch 	Strength	Abdominals	Abdominals	None	Compound	Beginner	Pull
Suitcase Dumbbell Carry 	Strength	Forearms	"Abdominals,Glutes,Hamstrings,LowerBack,Quadriceps,Traps"	Dumbbell	Compound	Beginner	N/A
Sumo Deadlift A.K.A Wide Stance Deadlift 	Powerlifting	Hamstrings	"Adductors,Forearms,Glutes,LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Sumo Deadlift with Bands 	Powerlifting	Hamstrings	"Adductors,Forearms,Glutes,LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Sumo Deadlift with Chains 	Powerlifting	Hamstrings	"Abductors,Adductors,Forearms,Glutes,LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Sumo Squat Stretch 	Stretching	Hamstrings	N/A	"Adductors,Calves,Glutes"	N/A	Beginner	Static
Superman 	Stretching	LowerBack	"Glutes,Hamstrings"	None	Compound	Beginner	Static
Superman Push-Up 	Plyometrics	Chest	"Shoulders,Triceps"	None	Compound	Expert	Push
Supine Chest Throw 	Plyometrics	Triceps	"Chest,Shoulders"	Medicine Ball	Compound	Beginner	Push
Supine One-Arm Overhead Throw 	Plyometrics	Abdominals	"Chest,Lats,Shoulders"	Medicine Ball	Compound	Beginner	Pull
Supine Two-Arm Overhead Throw 	Plyometrics	Abdominals	"Chest,Lats,Shoulders"	Medicine Ball	Compound	Beginner	Pull
Suspended Back Fly 	Strength	Shoulders	"MiddleBack,Triceps"	Other	Compound	Intermediate	Pull
Suspended Chest Fly 	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Intermediate	Push
Suspended Crunch 	Strength	Abdominals	Shoulders	None	Compound	Intermediate	Pull
Suspended Curl 	Strength	Biceps	N/A	Other	Isolation	Intermediate	Pull
"Suspended Fallout A.K.A Suspended Abdominal Fallout, TRX Fallout, Blast Straps Fallout "	Strength	Abdominals	"Chest,LowerBack,Shoulders"	Other	Isolation	Intermediate	Pull
Suspended Hip Thrust 	Strength	Glutes	"Hamstrings,LowerBack"	Other	Compound	Beginner	Push
Suspended Leg Curl 	Strength	Hamstrings	"Glutes,LowerBack"	Other	Compound	Intermediate	Pull
Suspended Pike 	Strength	Abdominals	N/A	Shoulders	Compound	Intermediate	Pull
Suspended Push-Up 	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Beginner	Push
Suspended Push-Up 	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Beginner	Push
Suspended Reverse Crunch 	Strength	Abdominals	N/A	Other	Isolation	Beginner	Pull
"Suspended Row A.K.A TRX Row, Inverted Row "	Strength	MiddleBack	"Biceps,Lats"	Other	Compound	Beginner	Pull
Suspended Split Squat 	Strength	Quadriceps	"Abductors,Adductors,Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Suspended Triceps Press 	Strength	Triceps	"Abdominals,Shoulders"	Other	Isolation	Intermediate	Push
Svend Press 	Strength	Chest	"Forearms,Shoulders"	Other	Compound	Beginner	Push
T-Bar Row 	Strength	MiddleBack	"Biceps,Lats"	Barbell	Compound	Intermediate	Pull
T-Bar Row with Handle A.K.A Two-Arm Long Bar Row with Handle 	Strength	MiddleBack	"Biceps,Lats"	Barbell	Compound	Beginner	Pull
Tall Muscle Snatch 	OlympicWeightlifting	Shoulders	"LowerBack,MiddleBack,Quadriceps,Traps"	Barbell	Compound	Intermediate	Pull
Tate Press A.K.A Triceps Press 	Strength	Triceps	"Chest,Shoulders"	Dumbbell	Isolation	Intermediate	Push
The Straddle 	Stretching	Hamstrings	"Adductors,Calves"	None	N/A	Beginner	Static
Thigh Abductor A.K.A Outer Thigh Machine 	Strength	Abductors	Glutes	Machine	Isolation	Beginner	Push
Thigh Adductor A.K.A Inner Thigh Machine 	Strength	Adductors	"Glutes,Hamstrings"	Machine	Isolation	Beginner	Pull
Tiger-Bend Push-Up 	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Tire Flip 	Strongman	Quadriceps	"Calves,Chest,Forearms,Glutes,Hamstrings,LowerBack,Shoulders,Traps,Triceps"	Other	Compound	Intermediate	Pull
Toe Touchers 	Stretching	Abdominals	N/A	None	Isolation	Beginner	Pull
Torso Rotation 	Stretching	Abdominals	N/A	Exercise Ball	N/A	Beginner	Pull
Trail Running/Walking 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	None	N/A	Beginner	N/A
Trap Bar Deadlift A.K.A Hex Bar Deadlift 	Strength	Quadriceps	"Glutes,Hamstrings"	Other	Compound	Beginner	Pull
Trap Bar Jump 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
"Tricep Dumbbell Kickback A.K.A Triceps Kickbacks, Tricep Kickbacks, Dumbbell Kickbacks "	Strength	Triceps	N/A	Dumbbell	Isolation	Beginner	Push
Tricep Side Stretch 	Stretching	Triceps	Shoulders	None	N/A	Beginner	Static
Triceps Overhead Extension with Rope 	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Plank Extension 	Strength	Triceps	Abdominals	Dumbbell	Compound	Beginner	Push
"Triceps Pushdown A.K.A Triceps Pushdowns, Tricep Pushdowns, Tricep Push-down "	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Pushdown - Rope Attachment 	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Pushdown - V-Bar Attachment 	Strength	Triceps	N/A	Cable	Isolation	Beginner	Push
Triceps Stretch 	Stretching	Triceps	Lats	None	Isolation	Beginner	Static
Triple Clap Push-Up 	Plyometrics	Chest	"Shoulders,Triceps"	None	Compound	Expert	Push
Tuck Crunch 	Strength	Abdominals	N/A	None	Isolation	Beginner	Pull
Two-Arm Dumbbell Preacher Curl 	Strength	Biceps	N/A	Dumbbell	Isolation	Beginner	Pull
Two-Arm Kettlebell Clean 	Strength	Shoulders	"Calves,Glutes,Hamstrings,LowerBack,Traps"	Kettlebells	Compound	Intermediate	Pull
Two-Arm Kettlebell Jerk A.K.A Kettlebell Jerk 	Strength	Shoulders	"Calves,Quadriceps,Triceps"	Kettlebells	Compound	Intermediate	Push
Two-Arm Kettlebell Military Press 	Strength	Shoulders	Triceps	Kettlebells	Compound	Intermediate	Push
Two-Arm Kettlebell Row 	Strength	MiddleBack	"Biceps,Lats"	Kettlebells	Compound	Intermediate	Pull
Typewriter Push-Up 	Strength	Chest	"Shoulders,Triceps"	None	Compound	Intermediate	Push
Underhand Cable Pulldowns 	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Beginner	Pull
Upper Back Stretch 	Stretching	MiddleBack	MiddleBack	None	N/A	Beginner	Static
Upper Back-Leg Grab 	Stretching	Hamstrings	"LowerBack,MiddleBack"	None	N/A	Beginner	Static
Upright Barbell Row A.K.A Upright Rows 	Strength	Shoulders	Traps	Barbell	Compound	Beginner	Pull
Upright Cable Row 	Strength	Traps	Shoulders	Cable	Compound	Intermediate	Pull
Upright Row - With Bands 	Strength	Traps	Shoulders	Bands	Compound	Beginner	Pull
Upward Stretch 	Stretching	Shoulders	"Chest,Lats"	None	N/A	Beginner	Static
V-Bar Pulldown 	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Intermediate	Pull
V-Bar Pullup 	Strength	Lats	"Biceps,MiddleBack,Shoulders"	None	Compound	Beginner	Pull
V-Sit Dumbbell Triceps Extension 	Strength	Triceps	Abdominals	Dumbbell	Compound	Intermediate	Push
V-Sit Lying Down Ball Throw And Catch 	Strength	Abdominals	"Chest,Shoulders,Triceps"	Medicine Ball	Compound	Intermediate	Push
Vertical Mountain Climber 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings,Lats,Shoulders"	None	Compound	Beginner	Pull
Vertical Swing A.K.A Dumbbell Swing 	Plyometrics	Hamstrings	"Glutes,Quadriceps,Shoulders"	Dumbbell	Compound	Beginner	Pull
Waiter's Carry 	Strength	Abdominals	Shoulders	Other	Compound	Intermediate	Static
Walking High Knees 	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Pull
Walking Lunge With Overhead Weight 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack,MiddleBack,Shoulders,Traps,Triceps"	Other	Compound	Intermediate	Push
"Walking, Treadmill "	Cardio	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	N/A	Beginner	N/A
Wall Ball Squat 	Plyometrics	Quadriceps	"Abdominals,Calves,Glutes,Hamstrings,MiddleBack,Shoulders,Traps,Triceps"	Medicine Ball	Compound	Intermediate	Push
Wall Squat 	Strength	Quadriceps	"Glutes,Hamstrings"	None	Compound	Beginner	Push
Wall Walk 	Strength	Shoulders	"Abdominals,Triceps"	None	Compound	Intermediate	Push
Weighted Ball Hyperextension 	Strength	LowerBack	"Glutes,Hamstrings,MiddleBack"	Exercise Ball	Compound	Intermediate	Pull
Weighted Ball Side Bend A.K.A Oblique Crunch 	Strength	Abdominals	N/A	Exercise Ball	Isolation	Intermediate	Pull
Weighted Bench Dip A.K.A Tricep Dip 	Strength	Triceps	"Chest,Shoulders"	Other	Compound	Intermediate	Push
Weighted Crunches 	Strength	Abdominals	N/A	Medicine Ball	Isolation	Beginner	Pull
Weighted Jump Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings,LowerBack"	Barbell	Compound	Intermediate	Push
"Weighted Pull Ups A.K.A Pull-up, Pullup "	Strength	Lats	"Biceps,MiddleBack"	Other	Compound	Intermediate	Pull
Weighted Push-Up 	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Intermediate	Push
Weighted Push-Up 	Strength	Chest	"Shoulders,Triceps"	Other	Compound	Intermediate	Push
Weighted Sissy Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Barbell	Compound	Expert	Push
"Weighted Sit-Ups - With Bands A.K.A Situp, Sit Up "	Strength	Abdominals	N/A	Other	Isolation	Intermediate	Pull
"Weighted Squat A.K.A Belt Squat, Hip-Belt Squat "	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Other	Compound	Intermediate	Push
Weighted Suitcase Crunch 	Strength	Abdominals	N/A	Medicine Ball	Compound	Intermediate	Pull
"Wide Stance Stiff Legs A.K.A Wide-Stance Stiff Legs, Wide Stance Stiff-Legged Deadlift, Stiff-Legged Deadlift, Sumo Stiff-Legged Deadlift, Stiff Legged Deadlift - wide "	OlympicWeightlifting	Hamstrings	"Adductors,Glutes,LowerBack"	Barbell	Compound	Intermediate	Pull
Wide-Grip Barbell Bench Press 	Strength	Chest	"Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Wide-Grip Decline Barbell Bench Press 	Strength	Chest	"Shoulders,Triceps"	Barbell	Compound	Intermediate	Push
Wide-Grip Decline Barbell Pullover 	Strength	Chest	"Shoulders,Triceps"	Barbell	Compound	Intermediate	Pull
"Wide-Grip Lat Pulldown A.K.A Wide Grip Lat Pulldown, Lat Pulldown "	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Beginner	Pull
Wide-Grip Pull-Up 	Strength	Lats	"Biceps,MiddleBack"	None	Compound	Intermediate	Pull
Wide-Grip Pulldown Behind The Neck 	Strength	Lats	"Biceps,MiddleBack,Shoulders"	Cable	Compound	Intermediate	Pull
"Wide-Grip Rear Pull-Up A.K.A Pullup, Pull Up "	Strength	Lats	"Biceps,MiddleBack,Shoulders"	None	Compound	Intermediate	Pull
"Wide-Grip Standing Barbell Curl A.K.A Barbell Curl, Standing Barbell Curl, Wide Grip Barbell Curl, Wide Grip Standing Barbell Curl "	Strength	Biceps	N/A	Barbell	Isolation	Beginner	Pull
Wide-Hands Push-Up 	Strength	Chest	"Shoulders,Triceps"	None	Compound	Beginner	Push
Wide-Stance Barbell Squat A.K.A Sumo Squat 	Strength	Quadriceps	"Adductors,Glutes,Hamstrings"	Barbell	Compound	Beginner	Push
Wide-Stance Jump Squat To Close-Stance 	Plyometrics	Quadriceps	"Calves,Glutes,Hamstrings"	None	Compound	Beginner	Push
Wide-Stance Leg Press 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Machine	Compound	Beginner	Push
Wind Sprints 	Strength	Abdominals	N/A	None	Compound	Beginner	Pull
Windmills 	Stretching	Abductors	"Glutes,Hamstrings,LowerBack"	None	N/A	Intermediate	Pull
World's Greatest Stretch 	Stretching	Hamstrings	"Calves,Glutes,Quadriceps"	None	N/A	Intermediate	Static
Wrist Circles 	Stretching	Forearms	N/A	None	Isolation	Beginner	Pull
Wrist Roller 	Strength	Forearms	Shoulders	Other	Isolation	Beginner	Pull
Wrist Rotations with Straight Bar 	Strength	Forearms	N/A	Barbell	Isolation	Beginner	Pull
Yates Row 	Strength	MiddleBack	"Biceps,Traps"	Barbell	Compound	Beginner	Pull
Yates Row Reverse Grip 	Strength	MiddleBack	"Biceps,Traps"	Barbell	Compound	Beginner	Pull
Yoke Walk A.K.A Fridge Carry 	Strongman	Quadriceps	"Abdominals,Abductors,Adductors,Calves,Glutes,Hamstrings,LowerBack"	Other	Compound	Intermediate	N/A
Zercher Squats A.K.A Front-loaded Barbell Squat 	Strength	Quadriceps	"Calves,Glutes,Hamstrings"	Barbell	Compound	Expert	Push
Zottman Curl A.K.A Alternating Dumbbell Curl 	Strength	Biceps	Forearms	Dumbbell	Isolation	Intermediate	Pull
Zottman Preacher Curl A.K.A Alternating Preacher Curl 	Strength	Biceps	Forearms	Dumbbell	Isolation	Intermediate	Pull
